Date,Inventory,Processing,Order,Predict
09-03-00,1366.699951,1357.880005,1401.819946,1401.689941
10-03-00,1401.689941,1392.069946,1413.459961,1395.069946
13-03-00,1395.069946,1364.839966,1398.390015,1383.619995
14-03-00,1383.619995,1359.150024,1395.150024,1359.150024
15-03-00,1359.150024,1356.98999,1397.98999,1392.140015
16-03-00,1392.150024,1392.150024,1458.469971,1458.469971
17-03-00,1458.469971,1453.319946,1477.329956,1464.469971
20-03-00,1464.469971,1448.48999,1470.300049,1456.630005
21-03-00,1456.630005,1446.060059,1493.920044,1493.869995
22-03-00,1493.869995,1487.329956,1505.079956,1500.640015
23-03-00,1500.640015,1492.390015,1532.5,1527.349976
24-03-00,1527.349976,1516.829956,1552.869995,1527.459961
27-03-00,1527.459961,1518.459961,1534.630005,1523.859985
28-03-00,1523.859985,1507.089966,1527.359985,1507.72998
29-03-00,1507.72998,1497.449951,1521.449951,1508.52002
30-03-00,1508.52002,1474.630005,1517.380005,1487.920044
31-03-00,1487.920044,1484.380005,1519.810059,1498.579956
03-04-00,1498.579956,1486.959961,1507.189941,1505.969971
04-04-00,1505.97998,1416.410034,1526.449951,1494.72998
05-04-00,1494.72998,1478.050049,1506.550049,1487.369995
06-04-00,1487.369995,1487.369995,1511.76001,1501.339966
07-04-00,1501.339966,1501.339966,1518.680054,1516.349976
10-04-00,1516.349976,1503.349976,1527.189941,1504.459961
11-04-00,1504.459961,1486.780029,1512.800049,1500.589966
12-04-00,1500.589966,1466.150024,1509.079956,1467.170044
13-04-00,1467.170044,1439.339966,1477.52002,1440.51001
14-04-00,1440.51001,1339.400024,1440.51001,1356.560059
17-04-00,1356.560059,1346.5,1401.530029,1401.439941
18-04-00,1401.439941,1397.810059,1441.609985,1441.609985
19-04-00,1441.609985,1424.26001,1447.689941,1427.469971
20-04-00,1427.469971,1422.079956,1435.48999,1434.540039
24-04-00,1434.540039,1407.130005,1434.540039,1429.859985
25-04-00,1429.859985,1429.859985,1477.670044,1477.439941
26-04-00,1477.439941,1456.97998,1482.939941,1460.98999
27-04-00,1460.98999,1434.810059,1469.209961,1464.920044
28-04-00,1464.920044,1448.150024,1473.619995,1452.430054
01-05-00,1452.430054,1452.430054,1481.51001,1468.25
02-05-00,1468.25,1445.219971,1468.25,1446.290039
03-05-00,1446.290039,1398.359985,1446.290039,1415.099976
04-05-00,1415.099976,1404.939941,1420.98999,1409.569946
05-05-00,1409.569946,1405.079956,1436.030029,1432.630005
08-05-00,1432.630005,1417.050049,1432.630005,1424.170044
09-05-00,1424.170044,1401.849976,1430.280029,1412.140015
10-05-00,1412.140015,1375.140015,1412.140015,1383.050049
11-05-00,1383.050049,1383.050049,1410.26001,1407.810059
12-05-00,1407.810059,1407.810059,1430.130005,1420.959961
15-05-00,1420.959961,1416.540039,1452.390015,1452.359985
16-05-00,1452.359985,1450.76001,1470.400024,1466.040039
17-05-00,1466.040039,1441.670044,1466.040039,1447.800049
18-05-00,1447.800049,1436.589966,1458.040039,1437.209961
19-05-00,1437.209961,1401.73999,1437.209961,1406.949951
22-05-00,1406.949951,1368.72998,1410.550049,1400.719971
23-05-00,1400.719971,1373.430054,1403.77002,1373.859985
24-05-00,1373.859985,1361.089966,1401.75,1399.050049
25-05-00,1399.050049,1373.930054,1411.650024,1381.52002
26-05-00,1381.52002,1369.75,1391.420044,1378.02002
30-05-00,1378.02002,1378.02002,1422.449951,1422.449951
31-05-00,1422.439941,1415.5,1434.48999,1420.599976
01-06-00,1420.599976,1420.599976,1448.810059,1448.810059
02-06-00,1448.810059,1448.810059,1483.22998,1477.26001
05-06-00,1477.26001,1464.680054,1477.280029,1467.630005
06-06-00,1467.630005,1454.73999,1471.359985,1457.839966
07-06-00,1457.839966,1455.060059,1474.640015,1471.359985
08-06-00,1471.359985,1456.48999,1475.650024,1461.670044
09-06-00,1461.670044,1454.959961,1472.670044,1456.949951
12-06-00,1456.949951,1445.98999,1462.930054,1446
13-06-00,1446,1442.380005,1470.420044,1469.439941
14-06-00,1469.439941,1467.709961,1483.619995,1470.540039
15-06-00,1470.540039,1464.619995,1482.040039,1478.72998
16-06-00,1478.72998,1460.420044,1480.77002,1464.459961
19-06-00,1464.459961,1459.050049,1488.930054,1486
20-06-00,1486,1470.180054,1487.319946,1475.949951
21-06-00,1475.949951,1468,1482.189941,1479.130005
22-06-00,1479.130005,1448.030029,1479.130005,1452.180054
23-06-00,1452.180054,1438.310059,1459.939941,1441.47998
26-06-00,1441.47998,1441.47998,1459.660034,1455.310059
27-06-00,1455.310059,1450.550049,1463.349976,1450.550049
28-06-00,1450.550049,1450.550049,1467.630005,1454.819946
29-06-00,1454.819946,1434.630005,1455.140015,1442.390015
30-06-00,1442.390015,1438.709961,1454.680054,1454.599976
03-07-00,1454.599976,1450.849976,1469.579956,1469.540039
05-07-00,1469.540039,1442.449951,1469.540039,1446.22998
06-07-00,1446.22998,1439.560059,1461.650024,1456.670044
07-07-00,1456.670044,1456.670044,1484.119995,1478.900024
10-07-00,1478.900024,1474.76001,1486.560059,1475.619995
11-07-00,1475.619995,1470.47998,1488.77002,1480.880005
12-07-00,1480.880005,1480.880005,1497.689941,1492.920044
13-07-00,1492.920044,1489.650024,1501.390015,1495.839966
14-07-00,1495.839966,1494.560059,1509.98999,1509.97998
17-07-00,1509.97998,1505.26001,1517.319946,1510.48999
18-07-00,1510.48999,1491.349976,1510.48999,1493.73999
19-07-00,1493.73999,1479.920044,1495.630005,1481.959961
20-07-00,1481.959961,1481.959961,1501.920044,1495.569946
21-07-00,1495.569946,1477.910034,1495.569946,1480.189941
24-07-00,1480.189941,1463.800049,1485.880005,1464.290039
25-07-00,1464.290039,1464.290039,1476.22998,1474.469971
26-07-00,1474.469971,1452.420044,1474.469971,1452.420044
27-07-00,1452.420044,1445.329956,1464.910034,1449.619995
28-07-00,1449.619995,1413.890015,1456.680054,1419.890015
31-07-00,1419.890015,1418.709961,1437.650024,1430.829956
01-08-00,1430.829956,1428.959961,1443.540039,1438.099976
02-08-00,1438.099976,1433.48999,1451.589966,1438.699951
03-08-00,1438.699951,1425.430054,1454.189941,1452.560059
04-08-00,1452.560059,1451.310059,1462.930054,1462.930054
07-08-00,1462.930054,1460.719971,1480.800049,1479.319946
08-08-00,1479.319946,1472.609985,1484.52002,1482.800049
09-08-00,1482.800049,1471.160034,1490.329956,1472.869995
10-08-00,1472.869995,1459.890015,1475.150024,1460.25
11-08-00,1460.25,1453.060059,1475.719971,1471.839966
14-08-00,1471.839966,1468.560059,1491.640015,1491.560059
15-08-00,1491.560059,1482.73999,1493.119995,1484.430054
16-08-00,1484.430054,1475.73999,1496.089966,1479.849976
17-08-00,1479.849976,1479.849976,1499.319946,1496.069946
18-08-00,1496.069946,1488.98999,1499.469971,1491.719971
21-08-00,1491.719971,1491.130005,1502.839966,1499.47998
22-08-00,1499.47998,1497.420044,1508.449951,1498.130005
23-08-00,1498.130005,1489.52002,1507.199951,1505.969971
24-08-00,1505.969971,1501.25,1511.160034,1508.310059
25-08-00,1508.310059,1505.089966,1513.469971,1506.449951
28-08-00,1506.449951,1506.449951,1523.949951,1514.089966
29-08-00,1514.089966,1505.459961,1514.810059,1509.839966
30-08-00,1509.839966,1500.089966,1510.48999,1502.589966
31-08-00,1502.589966,1502.589966,1525.209961,1517.680054
01-09-00,1517.680054,1515.530029,1530.089966,1520.77002
05-09-00,1520.77002,1504.209961,1520.77002,1507.079956
06-09-00,1507.079956,1492.119995,1512.609985,1492.25
07-09-00,1492.25,1492.25,1505.339966,1502.51001
08-09-00,1502.51001,1489.880005,1502.51001,1494.5
11-09-00,1494.5,1483.01001,1506.76001,1489.26001
12-09-00,1489.26001,1479.670044,1496.930054,1481.98999
13-09-00,1481.98999,1473.609985,1487.449951,1484.910034
14-09-00,1484.910034,1476.72998,1494.160034,1480.869995
15-09-00,1480.869995,1460.219971,1480.959961,1465.810059
18-09-00,1465.810059,1441.920044,1467.77002,1444.51001
19-09-00,1444.51001,1444.51001,1461.160034,1459.900024
20-09-00,1459.900024,1430.949951,1460.48999,1451.339966
21-09-00,1451.339966,1436.300049,1452.77002,1449.050049
22-09-00,1449.050049,1421.880005,1449.050049,1448.719971
25-09-00,1448.719971,1435.930054,1457.420044,1439.030029
26-09-00,1439.030029,1425.25,1448.040039,1427.209961
27-09-00,1427.209961,1419.439941,1437.219971,1426.569946
28-09-00,1426.569946,1425.780029,1461.689941,1458.290039
29-09-00,1458.290039,1436.290039,1458.290039,1436.51001
02-10-00,1436.52002,1429.829956,1445.599976,1436.22998
03-10-00,1436.22998,1425.280029,1454.819946,1426.459961
04-10-00,1426.459961,1416.310059,1439.98999,1434.319946
05-10-00,1434.319946,1431.800049,1444.170044,1436.280029
06-10-00,1436.280029,1397.060059,1443.300049,1408.98999
09-10-00,1408.98999,1392.47998,1409.689941,1402.030029
10-10-00,1402.030029,1383.849976,1408.829956,1387.02002
11-10-00,1387.02002,1349.670044,1387.02002,1364.589966
12-10-00,1364.589966,1328.060059,1374.930054,1329.780029
13-10-00,1329.780029,1327.079956,1374.170044,1374.170044
16-10-00,1374.170044,1365.060059,1379.47998,1374.619995
17-10-00,1374.619995,1342.339966,1380.98999,1349.969971
18-10-00,1349.969971,1305.790039,1356.650024,1342.130005
19-10-00,1342.130005,1342.130005,1389.930054,1388.76001
20-10-00,1388.76001,1382.189941,1408.469971,1396.930054
23-10-00,1396.930054,1387.75,1406.959961,1395.780029
24-10-00,1395.780029,1388.130005,1415.640015,1398.130005
25-10-00,1398.130005,1362.209961,1398.130005,1364.900024
26-10-00,1364.900024,1337.810059,1372.719971,1364.439941
27-10-00,1364.439941,1364.130005,1384.569946,1379.579956
30-10-00,1379.579956,1376.859985,1406.359985,1398.660034
31-10-00,1398.660034,1398.660034,1432.219971,1429.400024
01-11-00,1429.400024,1410.449951,1429.599976,1421.219971
02-11-00,1421.219971,1421.219971,1433.400024,1428.319946
03-11-00,1428.319946,1420.920044,1433.209961,1426.689941
06-11-00,1428.76001,1427.719971,1438.459961,1432.189941
07-11-00,1432.189941,1423.26001,1436.219971,1431.869995
08-11-00,1431.869995,1408.780029,1437.280029,1409.280029
09-11-00,1409.280029,1369.680054,1409.280029,1400.140015
10-11-00,1400.140015,1365.969971,1400.140015,1365.97998
13-11-00,1365.97998,1328.619995,1365.97998,1351.26001
14-11-00,1351.26001,1351.26001,1390.060059,1382.949951
15-11-00,1382.949951,1374.75,1395.959961,1389.810059
16-11-00,1389.810059,1370.390015,1394.76001,1372.319946
17-11-00,1372.319946,1355.550049,1384.849976,1367.719971
20-11-00,1367.719971,1341.670044,1367.719971,1342.619995
21-11-00,1342.619995,1333.619995,1355.869995,1347.349976
22-11-00,1347.349976,1321.890015,1347.349976,1322.359985
24-11-00,1322.359985,1322.359985,1343.829956,1341.77002
27-11-00,1341.77002,1341.77002,1362.5,1348.969971
28-11-00,1348.969971,1334.969971,1358.810059,1336.089966
29-11-00,1336.089966,1329.280029,1352.380005,1341.930054
30-11-00,1341.910034,1294.900024,1341.910034,1314.949951
01-12-00,1314.949951,1307.02002,1334.670044,1315.22998
04-12-00,1315.180054,1310.22998,1332.060059,1324.969971
05-12-00,1324.969971,1324.969971,1376.560059,1376.540039
06-12-00,1376.540039,1346.150024,1376.540039,1351.459961
07-12-00,1351.459961,1339.26001,1353.5,1343.550049
08-12-00,1343.550049,1343.550049,1380.329956,1369.890015
11-12-00,1369.890015,1364.140015,1389.050049,1380.199951
12-12-00,1380.199951,1370.27002,1380.27002,1371.180054
13-12-00,1371.180054,1358.47998,1385.819946,1359.98999
14-12-00,1359.98999,1340.47998,1359.98999,1340.930054
15-12-00,1340.930054,1305.380005,1340.930054,1312.150024
18-12-00,1312.150024,1312.150024,1332.319946,1322.73999
19-12-00,1322.959961,1305.199951,1346.439941,1305.599976
20-12-00,1305.599976,1261.160034,1305.599976,1264.73999
21-12-00,1264.73999,1254.069946,1285.310059,1274.859985
22-12-00,1274.859985,1274.859985,1305.969971,1305.949951
26-12-00,1305.969971,1301.640015,1315.939941,1315.189941
27-12-00,1315.189941,1310.959961,1332.030029,1328.920044
28-12-00,1328.920044,1325.780029,1335.930054,1334.219971
29-12-00,1334.219971,1317.51001,1340.099976,1320.280029
2002/1/1,1320.280029,1276.050049,1320.280029,1283.27002
2003/1/1,1283.27002,1274.619995,1347.76001,1347.560059
2004/1/1,1347.560059,1329.140015,1350.23999,1333.339966
2005/1/1,1333.339966,1294.949951,1334.77002,1298.349976
2008/1/1,1298.349976,1276.290039,1298.349976,1295.859985
2009/1/1,1295.859985,1295.140015,1311.719971,1300.800049
2010/1/1,1300.800049,1287.280029,1313.76001,1313.27002
2011/1/1,1313.27002,1309.719971,1332.189941,1326.819946
2012/1/1,1326.819946,1311.589966,1333.209961,1318.550049
2016/1/1,1318.319946,1313.329956,1327.810059,1326.650024
2017/1/1,1326.650024,1325.410034,1346.920044,1329.469971
2018/1/1,1329.890015,1327.410034,1352.709961,1347.969971
2019/1/1,1347.969971,1336.73999,1354.550049,1342.540039
2022/1/1,1342.540039,1333.839966,1353.619995,1342.900024
2023/1/1,1342.900024,1339.630005,1362.900024,1360.400024
2024/1/1,1360.400024,1357.280029,1369.75,1364.300049
2025/1/1,1364.300049,1354.630005,1367.349976,1357.51001
2026/1/1,1357.51001,1342.75,1357.51001,1354.949951
2029/1/1,1354.920044,1350.359985,1365.540039,1364.170044
1930/1/1,1364.170044,1356.199951,1375.680054,1373.72998
1931/1/1,1373.72998,1364.660034,1383.369995,1366.01001
2001/2/1,1366.01001,1359.339966,1373.5,1373.469971
2002/2/1,1373.469971,1348.719971,1376.380005,1349.469971
2005/2/1,1349.469971,1344.47998,1354.560059,1354.310059
2006/2/1,1354.310059,1350.040039,1363.550049,1352.26001
2007/2/1,1352.26001,1334.26001,1352.26001,1340.890015
2008/2/1,1341.099976,1332.420044,1350.319946,1332.530029
2009/2/1,1332.530029,1309.97998,1332.530029,1314.76001
2012/2/1,1314.76001,1313.640015,1330.959961,1330.310059
2013/2/1,1330.310059,1317.51001,1336.619995,1318.800049
2014/2/1,1318.800049,1304.719971,1320.72998,1315.920044
2015/2/1,1315.920044,1315.920044,1331.290039,1326.609985
2016/2/1,1326.609985,1293.180054,1326.609985,1301.530029
2020/2/1,1301.530029,1278.439941,1307.160034,1278.939941
2021/2/1,1278.939941,1253.160034,1282.969971,1255.27002
2022/2/1,1255.27002,1228.329956,1259.939941,1252.819946
2023/2/1,1252.819946,1215.439941,1252.819946,1245.859985
2026/2/1,1245.859985,1241.709961,1267.689941,1267.650024
2027/2/1,1267.650024,1252.26001,1272.76001,1257.939941
2028/2/1,1257.939941,1229.650024,1263.469971,1239.939941
2001/3/1,1239.939941,1214.5,1241.359985,1241.22998
2002/3/1,1241.22998,1219.73999,1251.01001,1234.180054
2005/3/1,1234.180054,1234.040039,1242.550049,1241.410034
2006/3/1,1241.410034,1241.410034,1267.420044,1253.800049
2007/3/1,1253.800049,1253.800049,1263.859985,1261.890015
2008/3/1,1261.890015,1257.599976,1266.5,1264.73999
2009/3/1,1264.73999,1228.420044,1264.73999,1233.420044
2012/3/1,1233.420044,1176.780029,1233.420044,1180.160034
2013/3/1,1180.160034,1171.5,1197.829956,1197.660034
2014/3/1,1197.660034,1155.349976,1197.660034,1166.709961
2015/3/1,1166.709961,1166.709961,1182.040039,1173.560059
2016/3/1,1173.560059,1148.640015,1173.560059,1150.530029
2019/3/1,1150.530029,1147.180054,1173.5,1170.810059
2020/3/1,1170.810059,1142.189941,1180.560059,1142.619995
2021/3/1,1142.619995,1118.73999,1149.390015,1122.140015
2022/3/1,1122.140015,1081.189941,1124.27002,1117.579956
2023/3/1,1117.579956,1117.579956,1141.829956,1139.829956
2026/3/1,1139.829956,1139.829956,1160.02002,1152.689941
2027/3/1,1152.689941,1150.959961,1183.349976,1182.170044
2028/3/1,1182.170044,1147.829956,1182.170044,1153.290039
2029/3/1,1153.290039,1136.26001,1161.689941,1147.949951
1930/3/1,1147.949951,1143.829956,1162.800049,1160.329956
2002/4/1,1160.329956,1137.51001,1169.51001,1145.869995
2003/4/1,1145.869995,1100.189941,1145.869995,1106.459961
2004/4/1,1106.459961,1091.98999,1117.5,1103.25
2005/4/1,1103.25,1103.25,1151.469971,1151.439941
2006/4/1,1151.439941,1119.290039,1151.439941,1128.430054
2009/4/1,1128.430054,1126.380005,1146.130005,1137.589966
2010/4/1,1137.589966,1137.589966,1173.920044,1168.380005
2011/4/1,1168.380005,1160.26001,1182.23999,1165.890015
2012/4/1,1165.890015,1157.72998,1183.51001,1183.5
2016/4/1,1183.5,1167.380005,1184.640015,1179.680054
2017/4/1,1179.680054,1168.900024,1192.25,1191.810059
2018/4/1,1191.810059,1191.810059,1248.420044,1238.160034
2019/4/1,1238.160034,1233.390015,1253.709961,1253.689941
2020/4/1,1253.699951,1234.410034,1253.699951,1242.97998
2023/4/1,1242.97998,1217.469971,1242.97998,1224.359985
2024/4/1,1224.359985,1208.890015,1233.540039,1209.469971
2025/4/1,1209.469971,1207.380005,1232.359985,1228.75
2026/4/1,1228.75,1228.75,1248.300049,1234.52002
2027/4/1,1234.52002,1234.52002,1253.069946,1253.050049
1930/4/1,1253.050049,1243.98999,1269.300049,1249.459961
2001/5/1,1249.459961,1243.550049,1266.469971,1266.439941
2002/5/1,1266.439941,1257.699951,1272.930054,1267.430054
2003/5/1,1267.430054,1239.880005,1267.430054,1248.579956
2004/5/1,1248.579956,1232,1267.51001,1266.609985
2007/5/1,1266.609985,1259.189941,1270,1263.51001
2008/5/1,1266.709961,1253,1267.01001,1261.199951
2009/5/1,1261.199951,1247.829956,1261.650024,1255.540039
2010/5/1,1255.540039,1254.560059,1268.140015,1255.180054
2011/5/1,1255.180054,1240.790039,1259.839966,1245.670044
2014/5/1,1245.670044,1241.02002,1249.680054,1248.920044
2015/5/1,1248.920044,1245.359985,1257.449951,1249.439941
2016/5/1,1249.439941,1243.02002,1286.390015,1284.98999
2017/5/1,1284.98999,1282.650024,1296.47998,1288.48999
2018/5/1,1288.48999,1281.150024,1292.060059,1291.959961
2021/5/1,1291.959961,1287.869995,1312.949951,1312.829956
2022/5/1,1312.829956,1306.890015,1315.930054,1309.380005
2023/5/1,1309.380005,1288.699951,1309.380005,1289.050049
2024/5/1,1289.050049,1281.219971,1295.040039,1293.170044
2025/5/1,1293.170044,1276.420044,1293.170044,1277.890015
2029/5/1,1277.890015,1265.410034,1278.420044,1267.930054
1930/5/1,1267.930054,1245.959961,1267.930054,1248.079956
1931/5/1,1248.079956,1248.069946,1261.910034,1255.819946
2001/6/1,1255.819946,1246.880005,1265.339966,1260.670044
2004/6/1,1260.670044,1256.359985,1267.170044,1267.109985
2005/6/1,1267.109985,1267.109985,1286.619995,1283.569946
2006/6/1,1283.569946,1269.01001,1283.849976,1270.030029
2007/6/1,1270.030029,1265.079956,1277.079956,1276.959961
2008/6/1,1276.959961,1259.98999,1277.109985,1264.959961
2011/6/1,1264.959961,1249.22998,1264.959961,1254.390015
2012/6/1,1254.390015,1235.75,1261,1255.849976
2013/6/1,1255.849976,1241.589966,1259.75,1241.599976
2014/6/1,1241.599976,1218.900024,1241.599976,1219.869995
2015/6/1,1219.869995,1203.030029,1221.5,1214.359985
2018/6/1,1214.359985,1208.329956,1221.22998,1208.430054
2019/6/1,1208.430054,1207.709961,1226.109985,1212.579956
2020/6/1,1212.579956,1210.069946,1225.609985,1223.140015
2021/6/1,1223.140015,1220.25,1240.23999,1237.040039
2022/6/1,1237.040039,1221.410034,1237.72998,1225.349976
2025/6/1,1225.349976,1213.599976,1231.5,1218.599976
2026/6/1,1218.599976,1204.640015,1220.699951,1216.76001
2027/6/1,1216.76001,1207.290039,1219.920044,1211.069946
2028/6/1,1211.069946,1211.069946,1234.439941,1226.199951
2029/6/1,1226.199951,1221.140015,1237.290039,1224.380005
2002/7/1,1224.420044,1224.030029,1239.780029,1236.719971
2003/7/1,1236.709961,1229.430054,1236.709961,1234.449951
2005/7/1,1234.449951,1219.150024,1234.449951,1219.23999
2006/7/1,1219.23999,1188.73999,1219.23999,1190.589966
2009/7/1,1190.589966,1189.75,1201.76001,1198.780029
2010/7/1,1198.780029,1179.930054,1203.430054,1181.52002
2011/7/1,1181.52002,1168.459961,1184.930054,1180.180054
2012/7/1,1180.180054,1180.180054,1210.25,1208.140015
2013/7/1,1208.140015,1203.609985,1218.540039,1215.680054
2016/7/1,1215.680054,1200.050049,1219.630005,1202.449951
2017/7/1,1202.449951,1196.140015,1215.359985,1214.439941
2018/7/1,1214.439941,1198.329956,1214.439941,1207.709961
2019/7/1,1207.709961,1205.800049,1225.040039,1215.02002
2020/7/1,1215.02002,1207.040039,1215.689941,1210.849976
2023/7/1,1210.849976,1190.5,1215.219971,1191.030029
2024/7/1,1191.030029,1165.540039,1191.030029,1171.650024
2025/7/1,1171.650024,1171.280029,1190.52002,1190.48999
2026/7/1,1190.48999,1182.650024,1204.180054,1202.930054
2027/7/1,1202.930054,1195.98999,1209.26001,1205.819946
1930/7/1,1205.819946,1200.410034,1209.050049,1204.52002
1931/7/1,1204.52002,1204.52002,1222.73999,1211.22998
2001/8/1,1211.22998,1211.22998,1223.040039,1215.930054
2002/8/1,1215.930054,1215.310059,1226.27002,1220.75
2003/8/1,1220.75,1205.310059,1220.75,1214.349976
2006/8/1,1214.349976,1197.349976,1214.349976,1200.47998
2007/8/1,1200.469971,1195.640015,1207.560059,1204.400024
2008/8/1,1204.400024,1181.27002,1206.790039,1183.530029
2009/8/1,1183.530029,1174.680054,1184.709961,1183.430054
2010/8/1,1183.430054,1169.550049,1193.329956,1190.160034
2013/8/1,1190.160034,1185.119995,1193.819946,1191.290039
2014/8/1,1191.290039,1184.26001,1198.790039,1186.72998
2015/8/1,1186.72998,1177.609985,1191.209961,1178.02002
2016/8/1,1178.02002,1166.079956,1181.800049,1181.660034
2017/8/1,1181.660034,1156.069946,1181.660034,1161.969971
2020/8/1,1161.969971,1160.939941,1171.410034,1171.410034
2021/8/1,1171.410034,1156.560059,1179.849976,1157.26001
2022/8/1,1157.26001,1153.339966,1168.560059,1165.310059
2023/8/1,1165.310059,1160.959961,1169.859985,1162.089966
2024/8/1,1162.089966,1162.089966,1185.150024,1184.930054
2027/8/1,1184.930054,1178.069946,1186.849976,1179.209961
2028/8/1,1179.209961,1161.170044,1179.660034,1161.51001
2029/8/1,1161.51001,1147.380005,1166.969971,1148.560059
1930/8/1,1148.599976,1124.869995,1151.75,1129.030029
1931/8/1,1129.030029,1126.380005,1141.829956,1133.579956
2004/9/1,1133.579956,1129.060059,1155.400024,1132.939941
2005/9/1,1132.939941,1114.859985,1135.52002,1131.73999
2006/9/1,1131.73999,1105.829956,1131.73999,1106.400024
2007/9/1,1106.400024,1082.119995,1106.400024,1085.780029
2010/9/1,1085.780029,1073.150024,1096.939941,1092.540039
2017/9/1,1092.540039,1037.459961,1092.540039,1038.77002
2018/9/1,1038.77002,1029.25,1046.420044,1032.73999
2019/9/1,1032.73999,984.619995,1038.910034,1016.099976
2020/9/1,1016.099976,984.48999,1016.099976,984.539978
2021/9/1,984.539978,944.75,984.539978,965.799988
2024/9/1,965.799988,965.799988,1008.440002,1003.450012
2025/9/1,1003.450012,998.330017,1017.140015,1012.27002
2026/9/1,1012.27002,1002.619995,1020.289978,1007.039978
2027/9/1,1007.039978,998.23999,1018.919983,1018.609985
2028/9/1,1018.609985,1018.609985,1040.939941,1040.939941
2001/10/1,1040.939941,1026.76001,1040.939941,1038.550049
2002/10/1,1038.550049,1034.469971,1051.329956,1051.329956
2003/10/1,1051.329956,1041.47998,1075.380005,1072.280029
2004/10/1,1072.280029,1067.819946,1084.119995,1069.630005
2005/10/1,1069.619995,1053.5,1072.349976,1071.380005
2008/10/1,1071.369995,1056.880005,1071.369995,1062.439941
2009/10/1,1062.439941,1053.829956,1063.369995,1056.75
2010/10/1,1056.75,1052.76001,1081.619995,1080.98999
2011/10/1,1080.98999,1080.98999,1099.160034,1097.430054
2012/10/1,1097.430054,1072.150024,1097.430054,1091.650024
2015/10/1,1091.650024,1078.189941,1091.650024,1089.97998
2016/10/1,1089.97998,1087.130005,1101.660034,1097.540039
2017/10/1,1097.540039,1076.569946,1107.119995,1077.089966
2018/10/1,1077.089966,1064.540039,1077.939941,1068.609985
2019/10/1,1068.609985,1057.23999,1075.52002,1073.47998
2022/10/1,1073.47998,1070.790039,1090.569946,1089.900024
2023/10/1,1089.900024,1081.530029,1098.98999,1084.780029
2024/10/1,1084.780029,1079.97998,1090.26001,1085.199951
2025/10/1,1085.199951,1065.640015,1100.089966,1100.089966
2026/10/1,1100.089966,1094.23999,1110.609985,1104.609985
2029/10/1,1104.609985,1078.300049,1104.609985,1078.300049
1930/10/1,1078.300049,1053.609985,1078.300049,1059.790039
1931/10/1,1059.790039,1057.550049,1074.790039,1059.780029
2001/11/1,1059.780029,1054.310059,1085.609985,1084.099976
2002/11/1,1084.099976,1075.579956,1089.630005,1087.199951
